   167/599     1.63G    0.0515   0.03842  0.005827   0.09575         8       640    0.4001  0.008163 5.428e-06 7.518e-07    0.1134    0.7302    0.2242
   168/599     1.63G   0.05581   0.03881  0.009088    0.1037        23       640 0.0005117   0.00753 2.082e-05 4.852e-06    0.1233     97.69    0.6037
   169/599     1.63G   0.06053   0.04011   0.01046    0.1111        13       640         0         0         0         0    0.1378     118.7    0.7466
   170/599     1.63G   0.06488   0.04445   0.01367     0.123        21       640 0.0002169   0.04655 6.447e-05 8.857e-06    0.1197     123.6    0.2321
   171/599     1.63G   0.06629   0.04406   0.01282    0.1232        29       640         0         0         0         0    0.1346     719.2     2.452
   172/599     1.63G   0.07427   0.04641    0.0165    0.1372        18       640 8.664e-05   0.01695 6.822e-06 1.103e-06    0.1288      2545      16.9
   173/599     1.63G   0.08179   0.05212   0.02524    0.1592        21       640         0         0         0         0    0.1387      4397     22.07
   174/599     1.63G   0.09377   0.07091   0.04096    0.2056        14       640         0         0         0         0    0.1419     27.11     28.63
   175/599     1.63G   0.09981    0.0889   0.04636    0.2351        20       640         0         0         0         0       nan       nan       nan
   176/599     1.63G    0.1009   0.08556   0.04854     0.235        12       640         0         0         0         0       nan       nan       nan
   177/599     1.63G    0.1023   0.08589   0.04906    0.2373        27       640         0         0         0         0    0.1617     891.9     23.29
   178/599     1.63G    0.1009   0.09264   0.04702    0.2406        15       640 1.779e-05  0.001724 3.096e-07 3.096e-08    0.1484     66.35     3.917
   179/599     1.63G    0.1012   0.09285   0.04584    0.2399        16       640 6.498e-05  0.007213  1.36e-05 3.395e-06    0.1285      14.7    0.9052
   180/599     1.63G    0.1014   0.09466   0.04642    0.2425        24       640 1.024e-05  0.001724 1.333e-07 2.666e-08    0.1127     7.207   0.07477
   181/599     1.63G     0.101   0.09202   0.04671    0.2398        17       640  1.25e-05  0.004082  3.17e-07 6.341e-08    0.1318     67.54    0.1666
   182/599     1.63G    0.1014   0.08326   0.04468    0.2293         7       640         0         0         0         0    0.1365     192.6    0.3848
   183/599     1.63G     0.101    0.1023   0.04522    0.2485         9       640         0         0         0         0    0.1116       156    0.1323
