   140/599     6.73G   0.03248   0.01928  0.001701   0.05346       186       640    0.9317    0.8834     0.894    0.4216   0.04594   0.02366  0.002639
   141/599     6.73G   0.03256   0.01881   0.00191   0.05328       180       640    0.9302    0.8676    0.8996    0.4222   0.04465   0.02363  0.002381
   142/599     6.73G    0.0327   0.01946  0.001866   0.05402       212       640    0.9269     0.885    0.9126    0.4359   0.04497   0.02271   0.00205
   143/599     6.73G    0.0322   0.01878   0.00173   0.05271       133       640    0.9194    0.9087     0.914    0.4292   0.04611   0.02287  0.002232
   144/599     6.73G   0.03193     0.019  0.001853   0.05279       191       640    0.9311    0.8979    0.9166    0.4414   0.04355   0.02268  0.002532
   145/599     6.73G   0.03257   0.01861  0.001742   0.05291       175       640    0.9348    0.8822    0.9181    0.4374   0.04592   0.02309   0.00222
   146/599     6.73G   0.03167   0.01927    0.0018   0.05274       188       640    0.9425    0.8874    0.9189    0.4297   0.04634   0.02329  0.002589
   147/599     6.73G     0.032   0.01908  0.001747   0.05282       166       640    0.9292    0.8961    0.9258    0.4452   0.04404   0.02329  0.002105
   148/599     6.73G    0.0319   0.01806  0.001586   0.05154       176       640    0.9328    0.9099    0.9312    0.4424   0.04495   0.02279  0.002286
   149/599     6.73G   0.03124   0.01877  0.001741   0.05175       163       640    0.9256     0.904    0.9209    0.4358    0.0461    0.0232  0.002812
   150/599     6.73G   0.03186   0.01923  0.001756   0.05285       175       640    0.9329    0.8974    0.9124    0.4285   0.04661   0.02387  0.002737
   151/599     6.73G   0.03223   0.01858  0.001664   0.05248       199       640    0.9261    0.8909    0.9117    0.4282   0.04688   0.02311  0.002788
   152/599     6.73G   0.03237   0.01867  0.001656   0.05269       194       640     0.937    0.8811    0.9105     0.434   0.04413   0.02306   0.00285
   153/599     6.73G   0.03264   0.01879   0.00166   0.05308       133       640    0.9415    0.8885     0.914    0.4307   0.04458   0.02325  0.002948
   154/599     6.73G   0.03162   0.01882  0.001902   0.05235       166       640    0.9148    0.9065    0.9202    0.4401   0.04518   0.02307  0.003056
   155/599     6.73G   0.03148    0.0197  0.002178   0.05336       203       640    0.9347    0.8899     0.923    0.4488   0.04282   0.02301   0.00282
   156/599     6.73G   0.03319   0.01889  0.001867   0.05395       162       640    0.9301     0.892    0.9076    0.4424   0.04411   0.02348  0.002841
   157/599     6.73G   0.03206   0.01897  0.001761   0.05279       121       640     0.927    0.8932    0.9047    0.4292   0.04467   0.02448  0.003544
   158/599     6.73G   0.03163   0.01896  0.001763   0.05236       164       640    0.9227    0.9151    0.9225    0.4458    0.0449   0.02397  0.004414
   159/599     6.73G   0.03156   0.01852   0.00191   0.05199       161       640    0.9386       0.9    0.9227    0.4577   0.04403   0.02437   0.00304
   160/599     6.73G   0.03135   0.01863  0.001727   0.05171       145       640    0.9354    0.8896    0.9134    0.4437   0.04442   0.02409   0.00251
   161/599     6.73G   0.03141   0.01858  0.001679   0.05166       144       640    0.9241    0.8903     0.905    0.4328   0.04537   0.02437  0.003155
   162/599     6.73G   0.03176   0.01809  0.001789   0.05163       159       640    0.9223    0.8947    0.9136    0.4386    0.0454   0.02387   0.00293
   163/599     6.73G   0.03181   0.01927  0.002198   0.05328       192       640    0.9302    0.9081    0.9243    0.4439   0.04343   0.02317  0.002748
   164/599     6.73G   0.03136   0.01935   0.00195   0.05266       162       640     0.925    0.9031    0.9216    0.4284    0.0441   0.02361  0.003934
   165/599     6.73G   0.03069   0.01893  0.002026   0.05164       182       640     0.948     0.879    0.9163    0.4331   0.04411    0.0247  0.003823
   166/599     6.73G   0.03234    0.0187  0.001801   0.05285       174       640    0.9357    0.8722    0.8945     0.432   0.04413   0.02542  0.003095
   167/599     6.73G   0.03234    0.0188  0.001931   0.05307       162       640    0.9035    0.8864    0.9059    0.4464   0.04312   0.02395  0.003108
   168/599     6.73G   0.03218   0.01919  0.001964   0.05334       162       640    0.9348    0.8746    0.9044    0.4394   0.04398   0.02469  0.003238
   169/599     6.73G   0.03156   0.01912  0.001852   0.05253       173       640    0.9461    0.8817    0.9241    0.4402   0.04512   0.02343  0.003054
   170/599     6.73G   0.03085    0.0188  0.001801   0.05145       202       640    0.9215    0.8799    0.9158    0.4408   0.04631   0.02379  0.003336
   171/599     6.73G   0.03086   0.01845  0.001701   0.05101       204       640    0.9389    0.8774    0.9172    0.4414   0.04511   0.02346  0.003876
   172/599     6.73G   0.03109   0.01811  0.001825   0.05103       201       640    0.9175    0.9093    0.9227    0.4434   0.04389   0.02341  0.003727
   173/599     6.73G   0.03122   0.01903  0.001808   0.05206       167       640    0.9376     0.888    0.9116     0.439   0.04554   0.02357  0.004308
   174/599     6.73G   0.03054   0.01906  0.002041   0.05164       205       640    0.9302    0.9082    0.9241    0.4489   0.04376   0.02299  0.003064
   175/599     6.73G    0.0312   0.01873   0.00188   0.05181       191       640    0.9321    0.8976     0.918    0.4365   0.04379   0.02459  0.002894
   176/599     6.73G   0.03071   0.01856  0.002013   0.05128       188       640    0.9222    0.8886     0.911    0.4397   0.04489   0.02552  0.002771
   177/599     6.73G   0.03158   0.01949  0.001954   0.05302       169       640    0.9233    0.8681      0.91     0.439   0.04487    0.0246  0.003412
   178/599     6.73G   0.03102   0.01802  0.001843   0.05089       201       640    0.9196    0.9003    0.9126    0.4286   0.04538   0.02386  0.002599
   179/599     6.73G   0.03078   0.01859  0.001796   0.05116       147       640    0.9243    0.8919    0.9213    0.4508   0.04347   0.02424  0.003192
   180/599     6.73G   0.03062   0.01916  0.001855   0.05163       157       640    0.9271    0.8834    0.9172    0.4484   0.04363   0.02488  0.003138
   181/599     6.73G   0.03091   0.01867   0.00164   0.05122       189       640    0.9346    0.8727    0.9001    0.4371   0.04567    0.0251  0.003576
   182/599     6.73G   0.02991     0.019  0.001744   0.05066       159       640    0.9355    0.8854    0.9107    0.4266   0.04377   0.02475  0.004167
   183/599     6.73G   0.03098   0.01848  0.001736    0.0512       154       640    0.9231    0.8826    0.9148    0.4293   0.04471   0.02374  0.003589
   184/599     6.73G   0.03073   0.01824  0.001918   0.05089       170       640    0.9466    0.8799    0.9277    0.4435   0.04371   0.02372  0.003734
   185/599     6.73G   0.03073   0.01827  0.001775   0.05077       206       640     0.936    0.8794    0.9203    0.4393   0.04386   0.02384  0.003315
   186/599     6.73G   0.03136   0.01874  0.001815   0.05191       153       640    0.9441    0.8774    0.9234    0.4476   0.04434   0.02362  0.003449
   187/599     6.73G   0.03169   0.01805   0.00176    0.0515       166       640     0.936    0.9038    0.9239    0.4525   0.04497   0.02316  0.003865
   188/599     6.73G   0.03124   0.01847  0.001849   0.05155       154       640    0.9392    0.8868      0.91    0.4337   0.04543    0.0239  0.003534
   189/599     6.73G   0.03083    0.0184  0.001642   0.05087       187       640    0.9216    0.9214    0.9225    0.4343   0.04392   0.02248  0.003403
   190/599     6.73G   0.03016   0.01832  0.001637   0.05012       163       640    0.9409    0.8904    0.9128    0.4396   0.04431   0.02315  0.003251
   191/599     6.73G   0.03054   0.01866  0.001857   0.05105       210       640    0.9367    0.8811    0.9019    0.4371   0.04655   0.02406  0.003227
   192/599     6.73G      0.03   0.01852  0.001734   0.05025       186       640    0.9395    0.8956    0.9117    0.4371   0.04612   0.02393  0.003563
   193/599     6.73G   0.03102   0.01885  0.001768   0.05163       166       640     0.925    0.8882     0.901    0.4419   0.04471   0.02442  0.003331
   194/599     6.73G   0.03021   0.01844  0.001874   0.05053       184       640    0.9446    0.9003    0.9219    0.4507   0.04534   0.02403  0.003202
   195/599     6.73G   0.03011   0.01779  0.001643   0.04955       149       640    0.9473     0.911    0.9293    0.4518   0.04413   0.02309  0.003689
   196/599     6.73G   0.03067   0.01812  0.002049   0.05083       146       640    0.9306    0.8857    0.9009    0.4399   0.04473   0.02334  0.004287
   197/599     6.73G   0.03149   0.01845  0.001845   0.05179       165       640    0.9255    0.8932    0.9124    0.4498    0.0447   0.02413  0.004617
   198/599     6.73G   0.03086   0.01869  0.001636   0.05119       173       640    0.9275    0.8916    0.9074    0.4373   0.04495   0.02459  0.003562
   199/599     6.73G      0.03   0.01804  0.001769   0.04982       191       640    0.9204    0.9037     0.904    0.4379   0.04444   0.02422  0.003071
   200/599     6.73G    0.0298   0.01846  0.002045    0.0503       181       640     0.949    0.8967    0.9127    0.4307   0.04479   0.02467  0.002847
   201/599     6.73G   0.02977   0.01879  0.001944    0.0505       231       640    0.9189     0.894    0.9059    0.4319   0.04495   0.02561  0.003661
   202/599     6.73G   0.03063   0.01843  0.001706   0.05076       165       640    0.9189     0.928    0.9338    0.4502   0.04342     0.023   0.00304
   203/599     6.73G   0.03008   0.01827  0.001888   0.05023       158       640     0.915    0.9367    0.9297    0.4499   0.04372   0.02283  0.003019
